,日期,代码,名称,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,开盘金额,开盘金额Rank,代码.1,名称.1,代码.1Rank,名称.1Rank,竞价量,竞价量Rank
0,2021-05-18,688314,N康拓,430.9,319.0,5.0,108.0,0.0,100.2,105.0,86.78,92.05,106963.0,0.0,105.07,99368.14,56662.0,50301.0,1.13,6.07,-12.33,430.53,3379.0,32.0,90.58,  -6344万,-5.84,-6.38,  -2144万,   1003万,  -2976万,  -2227万,3381.0,0.168,,,,,,,,,,1.0,614.0,3332.0,2120.0,3068.0,148.0,143.0,172.0,161.0,1253.0,4276.0,1.0,119.0,1222.0,1267.0,1940.0,267.0,4277.0,1.0,689.0,2098.0,1.0,,4277.0,2356.0,,,,,689.0,3037.0,,,,,,,,,,,,,,,,,
1,2021-05-19,688314,康拓医疗,11.35,69.0,3.0,4.0,0.0,94.0,106.12,83.0,102.5,80296.0,0.75,25.12,74131.98,42637.0,37659.0,1.13,23.49,-3.41,11.86,3103.0,26.0,68.0,  -4042万,-3.34,-5.45,  -3118万,  -2190万,   1287万,  -20.8万,3103.0,0.955,100.0,11.65,,,,,,,,14.0,1471.0,3649.0,3098.0,3081.0,158.0,143.0,188.0,145.0,1566.0,2454.0,2.0,197.0,1605.0,1515.0,2603.0,1.0,3887.0,12.0,849.0,2477.0,2.0,,4263.0,1613.0,,,,,849.0,171.0,1.0,13.0,,,,,,,,1789.54,62.0,,,,,,
2,2021-05-20,688314,康拓医疗,-2.63,7.0,68.0,1.0,0.0,100.0,109.0,97.53,99.8,49318.0,0.53,11.19,51020.53,25981.0,23337.0,1.11,2.33,-8.44,-2.52,2399.0,21.0,41.77,  -2607万,-2.21,-5.11,  -3695万,   1136万,  558.1万, -606.1万,2399.0,0.521,78.232,-2.91,,,,,,,,3700.0,3207.0,1552.0,3335.0,3152.0,146.0,140.0,151.0,151.0,2213.0,3981.0,77.0,377.0,2258.0,2122.0,2524.0,983.0,4273.0,3581.0,1449.0,2844.0,15.0,,4238.0,1746.0,,,,,1449.0,1339.0,51.0,3700.0,,,,,,,,1189.59,171.0,,,,,,
3,2021-05-21,688314,康拓医疗,-4.98,88.0,20.0,0.0,0.0,99.6,103.5,94.6,94.83,34862.0,0.44,8.92,34256.32,19281.0,15581.0,1.24,0.24,-8.38,-4.4,2054.0,17.0,29.52,  -3498万,-3.12,-10.21,   22.6万,  -1120万,  -1903万, -496.7万,2054.0,0.195,54.65,-3.97,4.05,,,,,,,4235.0,1379.0,2381.0,3249.0,3127.0,150.0,144.0,155.0,160.0,2484.0,4131.0,181.0,521.0,2438.0,2497.0,1775.0,3576.0,4272.0,4241.0,1660.0,3108.0,37.0,,4269.0,2470.0,,,,,1660.0,2738.0,1232.0,4233.0,627.0,,,,,,,616.96,228.0,,,,,,
4,2021-05-24,688314,康拓医疗,7.67,30.0,1.0,7.0,0.0,97.26,102.1,94.12,102.1,25271.0,0.37,8.42,24921.32,11878.0,13393.0,0.89,8.48,0.0,7.36,1765.0,14.0,21.4,   1642万,1.36,6.59,   1112万,  522.3万,  594.1万, -586.6万,1766.0,0.8109999999999999,69.251,7.25,-0.07,,,,,,,97.0,2156.0,4013.0,2939.0,3079.0,152.0,147.0,150.0,145.0,2916.0,4256.0,250.0,745.0,3002.0,2794.0,3007.0,85.0,1.0,95.0,2022.0,3404.0,86.0,,47.0,1197.0,,,,,2021.0,542.0,213.0,96.0,2466.0,,,,,,,366.31,430.0,,,,,,
5,2021-05-25,688314,康拓医疗,12.62,47.0,3.0,8.0,0.0,105.8,114.99,104.33,114.99,36551.0,0.62,10.44,40064.89,16425.0,20126.0,0.82,10.22,0.0,10.22,2128.0,17.0,30.95,   4239万,3.12,10.58,   1781万,  827.1万,   1269万,  361.5万,2128.0,1.0,80.958,9.47,12.67,22.4,,,,,,16.0,1764.0,3613.0,2978.0,3080.0,139.0,132.0,139.0,132.0,2635.0,3954.0,101.0,549.0,2769.0,2447.0,3363.0,56.0,1.0,16.0,1754.0,3195.0,31.0,,14.0,867.0,,,,,1754.0,1.0,38.0,12.0,59.0,33.0,,,,,,870.71,150.0,,,,,,
6,2021-05-26,688314,康拓医疗,-3.47,26.0,31.0,31.0,77.0,112.0,119.88,111.0,111.0,26080.0,0.57,7.72,29762.98,13752.0,12328.0,1.12,0.0,-7.41,-3.81,2006.0,13.0,22.09,  -1511万,-1.15,-5.08, -472.0万,  -1305万,   10.1万,  256.0万,2006.0,0.711,71.84,-3.51,13.42,5.43,,,,,,4210.0,2260.0,2275.0,3495.0,2826.0,134.0,128.0,132.0,138.0,3050.0,4083.0,305.0,731.0,3035.0,3038.0,1728.0,4232.0,4271.0,4227.0,1943.0,3567.0,94.0,,4214.0,2498.0,,,,,1943.0,992.0,158.0,4208.0,42.0,374.0,,,,,,909.23,186.0,,,,,,
7,2021-05-27,688314,康拓医疗,2.43,2.0,98.0,2.0,230.0,111.0,116.29,107.02,113.7,26500.0,0.77,8.35,29595.01,13474.0,13026.0,1.03,6.24,-2.23,2.0,2138.0,12.0,22.44, -420.8万,-0.31,-1.42, -569.9万,  -1378万,  805.5万,  721.4万,2138.0,0.8190000000000001,73.976,2.1,7.82,11.0,,,,,,696.0,3811.0,1374.0,4160.0,2030.0,136.0,132.0,138.0,135.0,3068.0,3294.0,247.0,733.0,3069.0,3023.0,2183.0,224.0,3589.0,659.0,1760.0,3695.0,91.0,,3696.0,2102.0,,,,,1760.0,654.0,142.0,694.0,170.0,173.0,,,,,,248.3,564.0,,,,,,
8,2021-05-31,688314,康拓医疗,4.92,222.0,10.0,0.0,0.0,119.0,128.88,119.0,125.38,27983.0,0.98,8.27,34465.6,14421.0,13562.0,1.06,5.36,-2.72,4.51,2074.0,13.0,23.7, -963.0万,-0.65,-2.79,  -20.0万,  793.4万,  -1243万, -493.6万,2074.0,0.94,80.96300000000002,4.72,12.75,19.39,,,,,,403.0,870.0,2915.0,3435.0,3090.0,128.0,120.0,126.0,127.0,3028.0,2002.0,286.0,696.0,3004.0,3011.0,1954.0,456.0,3965.0,364.0,1869.0,3638.0,69.0,,4139.0,2327.0,,,,,1869.0,405.0,73.0,403.0,184.0,84.0,,,,,,376.69,457.0,,,,,,
9,2021-06-01,688314,康拓医疗,6.08,11.0,2.0,2.0,0.0,127.2,134.0,121.78,133.0,28681.0,0.99,9.75,36509.28,14916.0,13765.0,1.08,9.21,-0.75,5.82,2053.0,14.0,24.29,  -1286万,-0.82,-3.52,  -1033万,  330.8万,  -29.9万, -553.5万,2054.0,0.997,84.07700000000001,5.89,16.91,15.23,41.52,,,,,,2949.0,3832.0,3187.0,3104.0,122.0,115.0,126.0,113.0,3098.0,,,680.0,3042.0,3107.0,,,,,2045.0,,,,,,,,,,2045.0,64.0,40.0,174.0,86.0,213.0,39.0,,,,,393.21,476.0,688314.0,康拓医疗,146.0,,,
